"question_name","question_url","question_views","question_upvotes","question_shares","question_comments","answer","question_date","question_date_url","question_shares_url"
"What is open market buying?","","","","","","","Oct 8","https://www.quora.com/What-is-open-market-buying/answer/Martha-Stokes-10",""
"What are some of the biggest mistakes that a trader can make during their career?","","","","","","","Oct 23","https://www.quora.com/What-are-some-of-the-biggest-mistakes-that-a-trader-can-make-during-their-career/answer/Martha-Stokes-10",""
"Is it possible for a billionaire to be content with their wealth?","","","","","","","Nov 25","https://www.quora.com/Is-it-possible-for-a-billionaire-to-be-content-with-their-wealth/answer/Michael-Feder-1",""
"What do Conservatives think of the UK mini budget tanking the pound and making rich people richer while everyone else suffers?","","","","","","","Sep 24","https://www.quora.com/What-do-Conservatives-think-of-the-UK-mini-budget-tanking-the-pound-and-making-rich-people-richer-while-everyone-else-suffers/answer/Daniel-Wicks",""
"Why is there no individual from China made it into Forbes richest, when China is the second largest economy in the world?","","","","","","","Oct 5","https://www.quora.com/Why-is-there-no-individual-from-China-made-it-into-Forbes-richest-when-China-is-the-second-largest-economy-in-the-world/answer/David-Barry-72",""
"What are the problems that money can't solve?","","","","","","","Sep 26","https://www.quora.com/What-are-the-problems-that-money-cant-solve/answer/Kirk-Scott-22",""
"What is the biggest misconception people have about life?","","","","","","","4y","https://www.quora.com/What-is-the-biggest-misconception-people-have-about-life/answer/Mikhail-Konnisuvic",""
"Why do some people have to be miserably poor in order that others can be extravagantly rich?","","","","","","","Sep 30","https://www.quora.com/Why-do-some-people-have-to-be-miserably-poor-in-order-that-others-can-be-extravagantly-rich/answer/Toma%C5%BE-Vargazon",""
"What are some good websites for free stock market data?","","","","","","","Sep 27","https://www.quora.com/What-are-some-good-websites-for-free-stock-market-data/answer/Martha-Stokes-10",""
"What are support and resistance levels? https://www.analyticdave.com/2022/09/what-are-support-and-resistance-levels?","","","","","","","Sep 30","https://www.quora.com/What-are-support-and-resistance-levels-https-www-analyticdave-com-2022-09-what-are-support-and-resistance-levels/answer/Martha-Stokes-10",""
"Do you believe that regardless of the state of the economy, there are now enough millionaires and billionaires who have become ""super consumers"", that are able to carry demand all on their own?","","","","","","","Oct 6","https://www.quora.com/Do-you-believe-that-regardless-of-the-state-of-the-economy-there-are-now-enough-millionaires-and-billionaires-who-have-become-super-consumers-that-are-able-to-carry-demand-all-on-their-own/answer/Matthew-Bates-27",""
"Is it really fair that some people should be keeping so much wealth only to be regarded as the richest people while there are so many people living in poverty?","","","","","","","Oct 6","https://www.quora.com/Is-it-really-fair-that-some-people-should-be-keeping-so-much-wealth-only-to-be-regarded-as-the-richest-people-while-there-are-so-many-people-living-in-poverty/answer/Alys-Richards",""
"If you had 1 hour to hide 1 million dollars inside your house and you keep the money that the police can't find in 1 hour, where do you hide it?","","","","","","","Oct 5","https://www.quora.com/If-you-had-1-hour-to-hide-1-million-dollars-inside-your-house-and-you-keep-the-money-that-the-police-cant-find-in-1-hour-where-do-you-hide-it/answer/Ryan-James-1048",""
"Why do liberals hate billionaires when all billionaires are liberals like Mark Zuckerberg and Bill Gates?","","","","","","","Oct 5","https://www.quora.com/Why-do-liberals-hate-billionaires-when-all-billionaires-are-liberals-like-Mark-Zuckerberg-and-Bill-Gates/answer/Laure-Miller-1",""
"Why do wealthy and powerful people seek financial and/or legal advice from professionals who are much less wealthy and less powerful than them?","","","","","","","Oct 5","https://www.quora.com/Why-do-wealthy-and-powerful-people-seek-financial-and-or-legal-advice-from-professionals-who-are-much-less-wealthy-and-less-powerful-than-them/answer/Colin-Riegels",""
"How do I rebuild myself after losing most of my life savings in the stock market?","","","","","","","Oct 13","https://www.quora.com/How-do-I-rebuild-myself-after-losing-most-of-my-life-savings-in-the-stock-market/answer/Martha-Stokes-10",""
"How true is the saying ""Your network is your net worth""?","","","","","","","Oct 7","https://www.quora.com/How-true-is-the-saying-Your-network-is-your-net-worth/answer/Hector-Quintanilla",""
"Would you rather be rich in a poor country, or poor in a rich country?","","","","","","","Oct 7","https://www.quora.com/Would-you-rather-be-rich-in-a-poor-country-or-poor-in-a-rich-country/answer/Gheorgei-Uzun",""
"What are the causes of crashes in the stock markets around the world, and how can they be predicted or prevented in advance?","","","","","","","Oct 23","https://www.quora.com/What-are-the-causes-of-crashes-in-the-stock-markets-around-the-world-and-how-can-they-be-predicted-or-prevented-in-advance/answer/Martha-Stokes-10",""
"What is the strategy to guess a bear market bottom?","","","","","","","Sep 28","https://www.quora.com/What-is-the-strategy-to-guess-a-bear-market-bottom/answer/Martha-Stokes-10",""
"Why do people have to continue to not help the poor if they're rich and just going to get more money?","","","","","","","1y","https://www.quora.com/Why-do-people-have-to-continue-to-not-help-the-poor-if-theyre-rich-and-just-going-to-get-more-money/answer/Weir-Dan",""
"Question for my 50 and over people. If the Republicans kill Social Security and Medicare as they intend to do if they win in Nov, are you ok with them just stealing the hundreds of millions of dollars we've all paid in to the funds?","","","","","","","Oct 3","https://www.quora.com/Question-for-my-50-and-over-people-If-the-Republicans-kill-Social-Security-and-Medicare-as-they-intend-to-do-if-they-win-in-Nov-are-you-ok-with-them-just-stealing-the-hundreds-of-millions-of-dollars-weve-all-paid-in/answer/David-Randall-91?no_redirect=1",""
